,tconst,title,runtime_minutes,genres,averagerating,numvotes,studio,foreign_gross,release_date,production_budget,domestic_gross_y,worldwide_gross,release_month,profit,ROI%,worldwide%
728,tt1727824,Bohemian Rhapsody,134.0,"Biography,Drama,Music",8.0,345466,Fox,687200000.0,2018-11-02,55000000,216303339,894985342,November,839985342,1427.2460763636363,0.758316333408732
729,tt1730687,Darling Companion,103.0,"Comedy,Drama,Romance",5.1,3085,SPC,0.0,2012-04-20,12000000,793352,1200346,April,-10799654,-189.99711666666667,0.3390639032412321
730,tt1731141,Ender's Game,114.0,"Action,Adventure,Fantasy",6.6,211722,LG/S,63800000.0,2013-11-01,110000000,61737191,127983283,November,17983283,-83.6515609090909,0.5176151951032543
737,tt1735898,Snow White and the Huntsman,127.0,"Action,Adventure,Drama",6.1,258938,Uni.,241300000.0,2012-06-01,170000000,155136755,401021746,June,231021746,35.89514470588235,0.6131462781073224
738,tt1742044,Jersey Boys,134.0,"Biography,Drama,Music",6.8,30410,WB,20600000.0,2014-06-20,40000000,47047013,65282732,June,25282732,-36.793169999999996,0.27933449537620453
739,tt1742336,Your Sister's Sister,90.0,"Comedy,Drama",6.7,24780,IFC,0.0,2012-06-15,120000,1597486,3090593,June,2970593,2375.494166666667,0.483113434865089
740,tt1742650,I Don't Know How She Does It,89.0,"Comedy,Romance",4.9,18552,Wein.,20900000.0,2011-09-16,24000000,9659074,24474463,September,474463,-98.02307083333334,0.6053407177922555
741,tt1747958,Blood Ties,127.0,"Action,Crime,Drama",6.5,17771,ALP,0.0,2014-03-21,26000000,42472,2923959,March,-23076041,-188.75400384615384,0.98547448852737
743,tt1748122,Moonrise Kingdom,94.0,"Adventure,Comedy,Drama",7.8,291750,Focus,22800000.0,2012-05-25,16000000,45512466,68848446,May,52848446,230.30278750000002,0.3389470838601063
744,tt1748207,Sound of My Voice,85.0,"Drama,Mystery,Sci-Fi",6.6,19387,FoxS,0.0,2012-04-27,135000,408015,429448,April,294448,118.10962962962964,0.04990825431716995
745,tt1748227,The Collection,82.0,"Action,Horror,Thriller",6.1,42256,LD,0.0,2012-11-30,10000000,6810754,8890094,November,-1109906,-111.09906000000001,0.233894039815552
746,tt1758692,Like Crazy,86.0,"Drama,Romance",6.7,55841,ParV,336000.0,2011-10-28,250000,3395391,3728400,October,3478400,1291.3600000000001,0.08931686514322498
748,tt1758810,The Snowman,119.0,"Crime,Drama,Mystery",5.1,47890,Uni.,36400000.0,2017-10-20,35000000,6670765,43226146,October,8226146,-76.49672571428572,0.8456775443269914
749,tt1763303,The First Time,95.0,"Comedy,Drama,Romance",6.9,62589,Gold.,0.0,2012-10-19,2000000,17061,17061,October,-1982939,-199.14695,0.0
750,tt1764183,Arbitrage,107.0,"Drama,Thriller",6.6,46774,RAtt.,27600000.0,2012-09-14,12000000,7919574,35830713,September,23830713,98.589275,0.7789724697914887
751,tt1764234,Killing Them Softly,97.0,"Crime,Thriller",6.2,124086,Wein.,22900000.0,2012-11-30,15000000,14945541,39238443,November,24238443,61.589620000000004,0.6191097337883666
752,tt1764651,The Expendables 2,103.0,"Action,Adventure,Thriller",6.6,277584,LGF,229900000.0,2012-08-17,100000000,85028192,311979256,August,211979256,111.979256,0.727455622882824
753,tt1767382,Silent House,86.0,"Drama,Horror,Mystery",5.3,20831,ORF,347000.0,2012-03-09,2000000,12739737,16610760,March,14610760,630.538,0.23304309977388152
754,tt1772240,Apollo 18,86.0,"Horror,Mystery,Sci-Fi",5.2,51427,W/Dim.,7900000.0,2011-09-02,5000000,17686929,26517819,September,21517819,330.35638,0.3330172062792947
755,tt1772288,Danny Collins,106.0,"Biography,Comedy,Drama",7.0,27435,BST,5200000.0,2015-03-20,10000000,5637066,8465845,March,-1534155,-115.34155,0.3341401832894413
756,tt1772317,Nerve,83.0,"Comedy,Drama",6.8,88,LGF,46700000.0,2016-07-27,20000000,38583626,70652284,July,50652284,153.26142000000002,0.45389414445540077
760,tt1772341,Wreck-It Ralph,101.0,"Adventure,Animation,Comedy",7.7,344496,BV,281800000.0,2012-11-02,165000000,189412677,496511521,November,331511521,100.91607333333332,0.6185130274147254
761,tt1778304,Paranormal Activity 3,83.0,"Horror,Mystery,Thriller",5.8,85689,Par.,103000000.0,2011-10-21,5000000,104028807,207039844,October,202039844,3940.79688,0.4975420914633224
762,tt1781769,Anna Karenina,129.0,"Drama,Romance",6.6,84668,Focus,56100000.0,2012-11-16,49000000,12816367,71004627,November,22004627,-55.09259795918368,0.8194995517686474
763,tt1781827,Hands of Stone,111.0,"Action,Biography,Drama",6.6,12851,Wein.,0.0,2016-08-26,20000000,4712792,5031975,August,-14968025,-174.840125,0.06343095901708573
764,tt1781922,No Escape,103.0,"Action,Thriller",6.8,70222,Wein.,27100000.0,2015-08-26,5000000,27288872,42844516,August,37844516,656.89032,0.3630719973590086
765,tt1785670,Widows,100.0,"Comedy,Drama",6.3,484,Fox,33600000.0,2018-11-16,40000000,42402632,73866088,November,33866088,-15.33478,0.42595265096481083
767,tt1788391,Kill List,95.0,"Crime,Drama,Horror",6.4,32807,IFC,143000.0,2012-02-03,800000,29063,462206,February,-337794,-142.22425,0.9371211105005127
768,tt1790809,Pirates of the Caribbean: Dead Men Tell No Tales,129.0,"Action,Adventure,Fantasy",6.6,228592,BV,622300000.0,2017-05-26,230000000,172558876,788241137,May,558241137,142.71353782608696,0.7810836457270562
769,tt1790864,The Maze Runner,113.0,"Action,Mystery,Sci-Fi",6.8,387038,Fox,245900000.0,2014-09-19,34000000,102427862,348319861,September,314319861,824.4701794117648,0.7059373482007677
770,tt1790885,Zero Dark Thirty,157.0,"Drama,Thriller",7.4,251072,Sony,37100000.0,2012-12-19,52500000,95720716,134612435,December,82112435,56.40463809523809,0.28891624313905323
771,tt1790886,The Campaign,85.0,Comedy,6.1,118678,WB,18000000.0,2012-08-10,95000000,86907746,104907746,August,9907746,-89.57079368421053,0.17157932265554537
773,tt1791528,Inherent Vice,148.0,"Comedy,Crime,Drama",6.7,83346,WB,6600000.0,2014-12-12,20000000,8110975,14772346,December,-5227654,-126.13826999999999,0.4509352136756071
774,tt1791682,While We're Young,97.0,"Comedy,Drama,Mystery",6.3,41327,A24,9700000.0,2015-03-27,10000000,7582065,17503828,March,7503828,-24.96172,0.5668338948486011
775,tt1798243,Rudderless,105.0,"Comedy,Drama,Music",7.5,16303,Gold.,0.0,2014-10-17,5000000,56001,567219,October,-4432781,-188.65562,0.9012709376801553
776,tt1798684,Southpaw,124.0,"Drama,Sport",7.4,199783,Wein.,39500000.0,2015-07-24,30000000,52421953,94156456,July,64156456,113.85485333333334,0.4432463239695428
777,tt1800241,American Hustle,138.0,"Crime,Drama",7.2,418221,Sony,101100000.0,2013-12-13,40000000,150117807,257878294,December,217878294,444.695735,0.41787342908356606
778,tt1800246,That Awkward Moment,94.0,"Comedy,Romance",6.2,92148,Focus,14400000.0,2014-01-31,8000000,26068955,53068955,January,45068955,463.3619375,0.5087720306533264
779,tt1800741,Step Up Revolution,99.0,"Drama,Music,Romance",6.5,51295,LG/S,105400000.0,2012-07-27,33000000,35074677,165552290,July,132552290,301.67360606060606,0.7881353559047718
780,tt1801552,Gotti,112.0,"Biography,Crime,Drama",4.8,10358,VE,0.0,2018-06-15,10000000,4286367,6089100,June,-3910900,-139.10899999999998,0.29605902350101
781,tt1805319,Mama,50.0,Drama,4.5,6,Uni.,74800000.0,2013-01-18,15000000,71628180,148095566,January,133095566,787.3037733333333,0.5163381191304539
786,tt1805411,Son of God,80.0,Documentary,6.8,13,Fox,8100000.0,2014-02-28,22000000,59700064,70949793,February,48949793,122.4990590909091,0.15855901087688867
788,tt1809231,Jackpot,86.0,"Action,Comedy,Crime",6.6,2941,DR,1100000.0,2001-07-27,400000,44452,44452,July,-355548,-188.887,0.0
792,tt1809398,Unbroken,137.0,"Biography,Drama,Sport",7.2,129981,Uni.,47800000.0,2014-12-25,65000000,115637895,163527824,December,98527824,51.5812676923077,0.2928549272446749
793,tt1810683,Little Boy,106.0,"Drama,History,War",7.4,20945,ORF,0.0,2015-04-24,20000000,6485961,17769299,April,-2230701,-111.15350500000001,0.6349906093650627
794,tt1814621,Admission,107.0,"Comedy,Drama,Romance",5.7,31849,Focus,0.0,2013-03-22,13000000,18007317,18733666,March,5733666,-55.89487692307692,0.03877238977144142
795,tt1815862,After Earth,100.0,"Action,Adventure,Drama",4.8,181687,Sony,183300000.0,2013-05-31,130000000,60522097,251499665,May,121499665,-6.538719230769232,0.759355158584406
796,tt1817273,The Place Beyond the Pines,140.0,"Crime,Drama,Thriller",7.3,226765,Focus,14100000.0,2013-03-29,15000000,21403519,47011449,March,32011449,113.40965999999999,0.544716883753147
797,tt1821549,Nebraska,115.0,"Adventure,Comedy,Drama",7.7,105304,Par.,10000000.0,2013-11-15,12000000,17654912,24761360,November,12761360,6.344666666666667,0.2869974831753991
798,tt1821658,The Nut Job,85.0,"Adventure,Animation,Comedy",5.7,24587,ORF,56600000.0,2014-01-17,30000000,64251538,122529966,January,92529966,208.43322,0.475625921580685
799,tt1823672,Chappie,120.0,"Action,Crime,Drama",6.8,213733,Sony,70500000.0,2015-03-06,49000000,31569268,105002056,March,56002056,14.289910204081632,0.6993461918498053
800,tt1825683,Black Panther,134.0,"Action,Adventure,Sci-Fi",7.3,516148,BV,646900000.0,2018-02-16,200000000,700059566,1348258224,February,1148258224,474.12911199999996,0.48076744236495755
801,tt1826727,Life of the Party,84.0,"Comedy,Drama",7.6,47,WB (NL),12800000.0,2018-05-11,30000000,53059911,65759911,May,35759911,19.199703333333336,0.19312678206027378
803,tt1828325,The Gambler,105.0,Drama,7.0,10,Par.,5600000.0,2014-12-10,25000000,33680992,38718031,December,13718031,-45.127876,0.13009543279718952
813,tt1833673,Dhoom 3,172.0,"Action,Thriller",5.4,40466,Yash,80000000.0,2013-12-20,24000000,8031955,11723620,December,-12276380,-151.15158333333335,0.31489121960623084
814,tt1833881,Chloe,73.0,"Drama,Music,Romance",6.9,34,SPC,8600000.0,2010-03-26,13000000,3075255,11831131,March,-1168869,-108.9913,0.7400709196779243
815,tt1837703,The Fifth Estate,128.0,"Biography,Drama,Thriller",6.2,36392,BV,5300000.0,2013-10-18,26000000,3254172,6154172,October,-19845828,-176.3301076923077,0.47122504863367487
816,tt1839642,The Face of Love,92.0,"Drama,Mystery,Romance",6.2,4710,IFC,0.0,2014-03-07,4000000,385069,1158877,March,-2841123,-171.028075,0.6677222863168395
817,tt1840309,Divergent,139.0,"Action,Adventure,Mystery",6.7,399703,LG/S,137900000.0,2014-03-21,85000000,150947895,276014965,March,191014965,124.72348823529411,0.4531169895081595
818,tt1840417,The Words,102.0,"Drama,Mystery,Romance",7.1,70308,CBS,1700000.0,2012-09-07,6000000,11494838,16369708,September,10369708,72.82846666666667,0.297798225844957
819,tt1843866,Captain America: The Winter Soldier,136.0,"Action,Adventure,Sci-Fi",7.8,666252,BV,454500000.0,2014-04-04,170000000,259746958,714401889,April,544401889,220.23640529411765,0.636413394198066
821,tt1921149,Trash,114.0,"Adventure,Crime,Drama",7.2,18690,FCW,4800000.0,2015-10-09,12000000,17484,6553186,October,-5446814,-145.39011666666667,0.9973319847780912
822,tt1850457,Sisters,118.0,Comedy,6.0,58994,Uni.,18000000.0,2015-12-18,30000000,87044645,106030660,December,76030660,153.43553333333332,0.17906155634606066
825,tt1853728,Django Unchained,165.0,"Drama,Western",8.4,1211405,Wein.,262600000.0,2012-12-25,100000000,162805434,449948323,December,349948323,249.94832300000002,0.6381685947521578
826,tt1853739,You're Next,95.0,"Action,Comedy,Horror",6.6,79451,LGF,0.0,2013-08-23,1000000,18494006,26887177,August,25887177,2488.7177,0.3121625970625328
827,tt1854564,Percy Jackson: Sea of Monsters,106.0,"Adventure,Family,Fantasy",5.8,102313,Fox,131300000.0,2013-08-07,90000000,68559554,200859554,August,110859554,23.177282222222225,0.6586691913096651
828,tt1855199,End of Watch,109.0,"Action,Crime,Drama",7.6,211308,ORF,7100000.0,2012-09-21,15000000,41003371,57586606,September,42586606,183.91070666666667,0.28797034852166836
829,tt1855325,Resident Evil: Retribution,95.0,"Action,Horror,Sci-Fi",5.4,125191,SGem,197700000.0,2012-09-14,65000000,42345531,240647629,September,175647629,170.22712153846155,0.824035120661837
830,tt1856101,Blade Runner 2049,164.0,"Drama,Mystery,Sci-Fi",8.0,376241,WB,167200000.0,2017-10-06,185000000,92054159,259357408,October,74357408,-59.80680648648649,0.6450683259450218
831,tt1859650,To Rome with Love,112.0,"Comedy,Music,Romance",6.3,79381,SPC,56600000.0,2012-06-22,21500000,16684352,74326015,June,52826015,145.7023953488372,0.7755247338364636
832,tt1860213,Dirty Grandpa,102.0,Comedy,5.9,101393,LGF,58500000.0,2016-01-22,11500000,35593113,105078449,January,93578449,713.7256434782608,0.661271047120233
833,tt1860353,Turbo,96.0,"Adventure,Animation,Comedy",6.4,74639,Fox,199500000.0,2013-07-17,135000000,83028130,286896578,July,151896578,12.515983703703704,0.7105990926109965
834,tt1860357,Deepwater Horizon,107.0,"Action,Drama,History",7.1,133303,LG/S,60400000.0,2016-09-30,156000000,61433527,122603824,September,-33396176,-121.40780512820513,0.49892650167257424
835,tt1862079,Safety Not Guaranteed,86.0,"Comedy,Drama,Romance",7.0,111907,FD,0.0,2012-06-08,750000,4010957,4422318,June,3672318,389.6424,0.0930193170188123
836,tt1866249,The Sessions,95.0,"Biography,Comedy,Drama",7.2,39731,FoxS,3100000.0,2012-10-19,1000000,6002451,11495204,October,10495204,949.5203999999999,0.4778299715255162
837,tt1869716,The East,116.0,"Adventure,Drama,Thriller",6.8,46804,FoxS,99700.0,2013-05-31,6500000,2274649,3027956,May,-3472044,-153.41606153846155,0.24878399818227212
838,tt1870529,Won't Back Down,121.0,Drama,6.4,5915,Fox,0.0,2012-09-28,19000000,5310554,5745503,September,-13254497,-169.7605105263158,0.07570251029370274
840,tt1872181,The Amazing Spider-Man 2,142.0,"Action,Adventure,Sci-Fi",6.6,388363,Sony,506100000.0,2014-05-02,200000000,202853933,708996336,May,508996336,154.498168,0.7138857809273643
841,tt1872194,The Judge,141.0,"Crime,Drama",7.4,162952,WB,37300000.0,2014-10-10,50000000,47119388,76119388,October,26119388,-47.761224,0.3809804671577233
843,tt1877832,X-Men: Days of Future Past,132.0,"Action,Adventure,Sci-Fi",8.0,620079,Fox,513900000.0,2014-05-23,200000000,233921534,747862775,May,547862775,173.9313875,0.6872132939094341
844,tt1878841,The Darkness,92.0,"Horror,Thriller",4.4,12435,BH Tilt,0.0,2016-05-13,4000000,10753574,10898293,May,6898293,72.457325,0.013279052049710905
846,tt1878870,The Edge of Seventeen,104.0,"Comedy,Drama",7.3,87602,STX,4400000.0,2016-11-18,9000000,14431633,19096003,November,10096003,12.177811111111112,0.244258968748591
847,tt1881002,Maggie,95.0,"Drama,Horror",5.6,38671,RAtt.,0.0,2015-05-08,4500000,187112,1027760,May,-3472240,-177.16088888888888,0.8179419319685529
849,tt1895587,Spotlight,129.0,"Crime,Drama",8.1,365110,ORF,53200000.0,2015-11-06,20000000,45055776,92088460,November,72088460,260.4423,0.5107337444887231
851,tt1904996,Parker,118.0,"Action,Crime,Thriller",6.2,105529,FD,28600000.0,2013-01-25,35000000,17616641,48543388,January,13543388,-61.30460571428571,0.6370949427757288
852,tt1907668,Flight,138.0,"Drama,Thriller",7.3,303009,Par.,68000000.0,2012-11-02,31000000,93772375,160558438,November,129558438,317.9304451612903,0.4159610907525147
853,tt1911644,The Call,94.0,"Crime,Drama,Horror",6.7,103780,TriS,16700000.0,2013-03-15,12800000,51872378,69821476,March,57021476,345.48028125,0.25707130568250947
856,tt1911658,Penguins of Madagascar,92.0,"Adventure,Animation,Comedy",6.7,72551,Fox,289700000.0,2014-11-26,132000000,83350911,366942531,November,234942531,77.9867659090909,0.7728502314167556
857,tt1915581,Magic Mike,110.0,"Comedy,Drama",6.1,123955,WB,53500000.0,2012-06-29,7000000,113721571,170549753,June,163549753,2236.4250428571427,0.3332058886065933
858,tt1920849,Bachelorette,87.0,"Comedy,Romance",5.3,43131,RTWC,11500000.0,2012-09-07,3000000,446770,12577401,September,9577401,219.2467,0.9644783528806945
859,tt1921064,Pompeii,105.0,"Action,Adventure,Drama",5.5,100467,TriS,94600000.0,2014-02-21,80000000,23169033,108469033,February,28469033,-64.41370875,0.7863995616149726
860,tt1922777,Sinister,110.0,"Horror,Mystery,Thriller",6.8,198345,LG/S,29600000.0,2012-10-12,3000000,48086903,87727807,October,84727807,2724.2602333333334,0.45186247503029453
861,tt1931435,The Big Wedding,89.0,"Comedy,Drama,Romance",5.6,44221,LGF,24700000.0,2013-04-26,32500000,21819348,48425971,April,15925971,-50.997012307692316,0.5494287972047065
862,tt1931533,Seven Psychopaths,110.0,"Comedy,Crime",7.2,223493,CBS,4400000.0,2012-10-12,13500000,15024049,33035736,October,19535736,44.709155555555554,0.5452182751430148
863,tt1935179,Mud,130.0,Drama,7.4,156786,RAtt.,11000000.0,2013-04-26,10000000,21590086,31556959,April,21556959,115.56959,0.31583756216814174
865,tt1943765,Morgan,89.0,"Drama,Romance",6.8,1232,Fox,4900000.0,2016-09-02,8000000,3915251,7298786,September,-701214,-108.765175,0.46357503836939457
867,tt1945037,Begin Again,68.0,"Drama,Family",7.0,57,Wein.,47300000.0,2014-06-27,8000000,16170632,68838736,June,60838736,660.4842,0.765094001726005
869,tt1951181,The Immigrant,120.0,"Drama,Romance",6.6,26618,Wein.,3800000.0,2014-05-16,16000000,2013456,7585011,May,-8414989,-152.59368125,0.7345480448215567
870,tt1951264,The Hunger Games: Catching Fire,146.0,"Action,Adventure,Sci-Fi",7.5,575455,LGF,440300000.0,2013-11-22,130000000,424668047,864868047,November,734868047,465.2831130769231,0.5089793772899093
871,tt1951265,The Hunger Games: Mockingjay - Part 1,123.0,"Action,Adventure,Sci-Fi",6.6,379050,LGF,418200000.0,2014-11-21,125000000,337135885,766575131,November,641575131,413.26010479999997,0.5602050322709986
872,tt1951266,The Hunger Games: Mockingjay - Part 2,137.0,"Action,Adventure,Sci-Fi",6.6,252384,LGF,371700000.0,2015-11-20,160000000,281723902,648986787,November,488986787,205.61674187499997,0.5659019449343581
873,tt1956620,Sex Tape,94.0,"Comedy,Romance",5.1,100520,Sony,87500000.0,2014-07-18,40000000,38543473,126069509,July,86069509,115.1737725,0.6942680803175016
874,tt1961175,American Assassin,112.0,"Action,Thriller",6.2,57793,LGF,31000000.0,2017-09-15,63000000,36249674,68310140,September,5310140,-91.57120634920635,0.4693368510150909
875,tt1961562,The House,109.0,"Drama,Mystery,Thriller",4.6,50,WB (NL),8600000.0,2017-06-30,40000000,25584504,31192425,June,-8807575,-122.01893749999999,0.17978470734481208
879,tt1964418,Tomorrowland,130.0,"Action,Adventure,Family",6.4,161343,BV,115700000.0,2015-05-22,170000000,93436322,206627518,May,36627518,-78.45440117647058,0.5478031052959752
881,tt1966359,Father Figures,113.0,"Adventure,Comedy,Drama",5.5,14373,WB,8100000.0,2017-12-22,25000000,17501244,21038441,December,-3961559,-115.84623599999999,0.16813018607224747
883,tt1967545,Labor Day,111.0,"Drama,Romance",6.9,39242,Par.,6900000.0,2014-01-31,18000000,13371528,14189810,January,-3810190,-121.16772222222222,0.057666875032153356
884,tt1967669,Tag,91.0,Drama,4.6,158,WB (NL),23400000.0,2018-06-15,28000000,54730625,77026186,June,49026186,75.09352142857144,0.2894543032417573
887,tt1971352,Compliance,90.0,"Biography,Crime,Drama",6.4,28703,Magn.,0.0,2012-08-17,270000,319285,830700,August,560700,107.66666666666667,0.615643433249067
888,tt1972571,A Most Wanted Man,122.0,"Crime,Drama,Thriller",6.8,67914,RAtt.,19000000.0,2014-07-25,15000000,17237855,36068890,July,21068890,40.459266666666664,0.5220852374442352
889,tt1972591,King Arthur: Legend of the Sword,126.0,"Action,Adventure,Drama",6.8,169054,WB,109500000.0,2017-05-12,175000000,39175066,139630336,May,-35369664,-120.21123657142859,0.7194372861782701
890,tt1972779,The Best of Me,118.0,"Drama,Romance",6.7,59750,Rela.,9200000.0,2014-10-17,26000000,26766213,41059418,October,15059418,-42.07916153846154,0.3481102679049177
891,tt1974419,The Neon Demon,117.0,"Horror,Thriller",6.2,72359,BG,0.0,2016-06-24,7500000,1333124,3559803,June,-3940197,-152.53596000000002,0.6255062429016437
892,tt1976009,Victor Frankenstein,110.0,"Drama,Horror,Sci-Fi",6.0,47492,Fox,28500000.0,2015-11-25,40000000,5775076,31124367,November,-8875633,-122.1890825,0.8144516159959173
893,tt1979388,The Good Dinosaur,93.0,"Adventure,Animation,Comedy",6.7,91465,BV,209100000.0,2015-11-25,187500000,123087120,333771037,November,146271037,-21.988780266666666,0.6312228852858793
894,tt1981115,Thor: The Dark World,112.0,"Action,Adventure,Fantasy",6.9,540996,BV,438200000.0,2013-11-08,150000000,206362140,644602516,November,494602516,229.73501066666668,0.6798614109039562
895,tt1981128,Geostorm,109.0,"Action,Sci-Fi,Thriller",5.3,78287,WB,187900000.0,2017-10-20,100000000,33700160,220796009,October,120796009,20.796008999999998,0.8473697049478824
896,tt1981677,Pitch Perfect,112.0,"Comedy,Music,Romance",7.2,256565,Uni.,50300000.0,2012-09-28,17000000,65001093,116044347,September,99044347,482.61380588235295,0.43985989252884505
897,tt1985949,The Angry Birds Movie,97.0,"Action,Animation,Comedy",6.3,69624,Sony,244800000.0,2016-05-20,73000000,107509366,352327887,May,279327887,282.6409410958904,0.6948599019072255
898,tt1985966,Cloudy with a Chance of Meatballs 2,95.0,"Adventure,Animation,Comedy",6.4,81010,Sony,154500000.0,2013-09-27,78000000,119793567,274392649,September,196392649,151.78544743589742,0.5634228269723072
899,tt1990314,Robot & Frank,89.0,"Comedy,Crime,Drama",7.1,59229,Gold.,0.0,2012-08-17,2500000,3317468,4934356,August,2434356,-2.62576,0.3276796404637201
900,tt1991245,Chernobyl Diaries,86.0,"Horror,Mystery,Thriller",5.0,60304,WB,19000000.0,2012-05-25,1000000,18119640,42411721,May,41411721,4041.1721,0.5727681034212216
901,tt1999890,Hell Fest,89.0,Horror,5.5,8662,LGF,7100000.0,2018-09-28,5500000,11107431,18119231,September,12619231,129.44056363636363,0.3869811031163519
902,tt2002718,Machete Kills,107.0,"Action,Crime,Sci-Fi",5.6,69968,ORF,7000000.0,2013-10-11,20000000,8008161,18273009,October,-1726991,-108.634955,0.561749189747567
903,tt2004420,Neighbors,97.0,Comedy,6.3,266020,Uni.,120500000.0,2014-05-09,18000000,150086800,270944428,May,252944428,1305.2468222222221,0.4460605774110992
905,tt2005151,War Dogs,114.0,"Comedy,Crime,Drama",7.1,154029,WB,43200000.0,2016-08-19,50000000,43034523,86234503,August,36234503,-27.530993999999996,0.500959343384863
906,tt2006295,The 33,127.0,"Biography,Drama,History",6.9,32263,WB,12700000.0,2015-11-13,25000000,12227722,28400715,November,3400715,-86.39714,0.5694572478192891
907,tt2009606,Believe,96.0,"Drama,Sport",5.7,695,ORF,0.0,2016-12-02,3500000,890303,890303,December,-2609697,-174.56277142857144,0.0
909,tt2015381,Guardians of the Galaxy,121.0,"Action,Adventure,Comedy",8.1,948394,BV,440200000.0,2014-08-01,170000000,333172112,770867516,August,600867516,253.45148,0.56779588569406
910,tt2017020,The Smurfs 2,105.0,"Adventure,Animation,Comedy",5.4,34229,Sony,276500000.0,2013-07-31,110000000,71017784,348547523,July,238547523,116.86138454545454,0.7962464820041197
911,tt2023453,Diary of a Wimpy Kid: Dog Days,94.0,"Comedy,Family",6.3,19571,Fox,28100000.0,2012-08-03,22000000,49008662,77229695,August,55229695,151.0440681818182,0.3654168645881613
912,tt2024432,Identity Thief,111.0,"Adventure,Comedy,Crime",5.7,115624,Uni.,39500000.0,2013-02-08,35000000,134506920,175361578,February,140361578,301.03308000000004,0.23297382736827335
913,tt2024469,Non-Stop,106.0,"Action,Mystery,Thriller",7.0,234717,Uni.,130600000.0,2014-02-28,50000000,91742160,222383055,February,172383055,244.76611,0.5874588556218908
914,tt2024544,12 Years a Slave,134.0,"Biography,Drama,History",8.1,577301,FoxS,131100000.0,2013-10-18,20000000,56671993,181025343,October,161025343,705.126715,0.6869389000411947
915,tt2025690,The Finest Hours,117.0,"Action,Drama,History",6.8,55981,BV,24500000.0,2016-01-29,70000000,27569558,49252761,January,-20747239,-129.63891285714286,0.440243400770974
916,tt2032557,The Reluctant Fundamentalist,130.0,"Drama,Thriller",6.9,12511,IFC,0.0,2013-04-26,15000000,528731,528731,April,-14471269,-196.47512666666665,0.0
917,tt2034139,The Last Exorcism Part II,88.0,"Drama,Horror,Thriller",4.0,15124,CBS,0.0,2013-03-01,4000000,15179303,25448707,March,21448707,436.217675,0.40353342902647277
918,tt2034800,The Great Wall,103.0,"Action,Adventure,Fantasy",6.0,111602,Uni.,289400000.0,2017-02-17,150000000,45157105,334486852,February,184486852,22.991234666666667,0.8649958743370876
920,tt2042568,Inside Llewyn Davis,104.0,"Drama,Music",7.5,123759,CBS,19700000.0,2013-12-06,11000000,13248209,32943247,December,21943247,99.48406363636364,0.5978475042244622
921,tt2057392,Eye in the Sky,102.0,"Drama,Thriller,War",7.3,72301,BST,0.0,2016-03-11,13000000,18704596,35402802,March,22402802,72.32924615384616,0.4716634011059351
922,tt2058107,The Railway Man,116.0,"Biography,Drama,Romance",7.1,34586,Wein.,17900000.0,2014-04-11,18000000,4438438,23910210,April,5910210,-67.1655,0.8143705973305965
923,tt2059171,13 Sins,93.0,"Horror,Thriller",6.3,29550,RTWC,0.0,2014-04-18,4000000,9134,47552,April,-3952448,-198.8112,0.8079155450874832
924,tt2076220,Holy Motors,115.0,"Drama,Fantasy",7.1,36874,IM,0.0,2012-10-17,4000000,641054,4230426,October,230426,-94.23935,0.8484658519023852
925,tt2080374,Steve Jobs,122.0,"Biography,Drama",7.2,138668,Uni.,16700000.0,2015-10-09,30000000,17766658,35579007,October,5579007,-81.40330999999999,0.500642106172328
926,tt2083355,The Best Man Holiday,123.0,"Comedy,Drama",6.7,13967,Uni.,2300000.0,2013-11-15,17000000,70525195,72835710,November,55835710,228.44535294117648,0.0317222829296234
927,tt2083383,Trouble with the Curve,111.0,"Drama,Sport",6.8,56129,WB,13200000.0,2012-09-21,60000000,35763137,47818913,September,-12181087,-120.30181166666667,0.2521131335628646
928,tt2084970,The Imitation Game,114.0,"Biography,Drama,Thriller",8.0,620834,Wein.,142400000.0,2014-11-28,15000000,91125143,227740463,November,212740463,1318.2697533333335,0.5998728473648532
929,tt2091256,Captain Underpants: The First Epic Movie,89.0,"Action,Animation,Comedy",6.2,21903,Fox,51600000.0,2017-06-02,38000000,73921000,126577874,June,88577874,133.09966842105263,0.4160037796179133
930,tt2096672,Dumb and Dumber To,109.0,"Adventure,Comedy",5.6,118646,Uni.,83600000.0,2014-11-14,40000000,86208010,156553592,November,116553592,191.38398,0.4493386648068733
931,tt2097298,"McFarland, USA",129.0,"Biography,Drama,Sport",7.4,31735,BV,1200000.0,2015-02-20,17000000,44480275,45707924,February,28707924,68.87014117647058,0.026858559579297454
932,tt2101341,Dead Man Down,118.0,"Action,Crime,Drama",6.5,61238,FD,7200000.0,2013-03-08,30000000,10895295,19599974,March,-10400026,-134.66675333333333,0.4441168646448205
933,tt2101441,Spring Breakers,94.0,"Comedy,Crime,Drama",5.3,126504,A24,17600000.0,2013-03-15,5000000,14124286,31149251,March,26149251,422.98501999999996,0.546560975093751
934,tt2103254,Tammy,97.0,"Comedy,Romance",4.9,44345,WB (NL),16000000.0,2014-07-02,20000000,84525432,96407655,July,76407655,282.038275,0.1232497875817019
935,tt2103281,Dawn of the Planet of the Apes,130.0,"Action,Adventure,Drama",7.6,390199,Fox,502100000.0,2014-07-11,170000000,208545589,710644566,July,540644566,218.02621529411766,0.7065402326597119
